texto,rotulo_masculino,rotulo_feminino
word143 word97 word75 word300 word404 word489 word17 word1 word340 word135 word238 word40 word38 word265 word345 word444 word242 word323 word431 word216 word105 word413 word2 word138 word66 word322 word135 word173 word327 word149 word182 word250 word60 word468 word491 word357 word55 word237 word178 word84 word439 word208 word327 word346 word160 word175 word486 word413 word251 word267 word5 word103 word4 word403 word471 word82 word141 word177 word407 word204 word22 word293 word74 word323 word429 word34 word498 word332 word26 word111 word84 word442 word362 word187 word265 word175 word203 word320 word98 word380 word473 word488 word87 word206 word133 word318 word163 word198 word70 word280 word269 word276,positiva,positiva
word82 word20 word459 word494 word150 word228 word151 word267 word276 word128 word323 word4 word323 word376 word27 word362 word369 word487 word404 word11 word41 word69 word291 word357 word330 word166 word101 word32,positiva,positiva
word322 word242 word397 word235 word69 word137 word22 word352 word487 word190 word367 word492 word197 word442 word9 word339 word84 word391 word5 word417 word199 word119 word278 word495 word81 word156 word320 word47 word478 word262 word496 word208 word417 word166 word222 word174 word274 word112 word252 word420 word78 word397 word428 word18 word338 word243 word319 word148 word111 word144 word77 word203 word437 word390 word90 word280 word37 word30 word313 word152 word353 word78 word60 word358 word104 word30 word395 word353 word465 word300 word239 word336 word397 word315 word160 word445 word352 word439 word279 word225 word422 word306 word388,positiva,positiva
word460 word395 word79 word4 word103 word465 word378 word288 word316 word207 word453 word79 word157 word101 word425 word271 word342 word460 word98 word483 word64 word378 word352 word413 word80 word480 word398 word56 word279 word409 word239,neutra,neutra
word51 word321 word192 word179 word306 word353 word465 word145 word406 word418 word498 word483 word396 word148 word348 word393 word146 word407 word351 word246 word431 word44 word342 word394 word21 word204 word259 word105 word440 word314 word138 word219 word57 word44 word374 word492 word139 word123 word342 word256 word70 word334 word105 word58 word233 word370 word261 word325 word119 word247 word357 word265 word120 word478 word34 word456 word363 word56 word128 word185 word479 word259 word130 word460 word60 word409 word416 word194 word22 word444 word484 word190 word93 word136,neutra,neutra
word112 word249 word481 word165 word368 word367 word382 word312 word371 word381 word342 word280 word46 word255 word377 word171 word125 word298 word67 word360 word492 word243 word14 word136 word16 word230 word155 word387 word423 word218 word489 word225 word60 word455 word198 word443 word368 word470 word323 word297,positiva,positiva
word48 word235 word416 word239 word421 word468 word238 word30 word171 word108 word238 word293 word232 word98 word151 word340 word14 word108 word447 word50 word208 word104 word53 word212 word261 word89 word39 word68 word326 word431 word91 word161 word172 word181 word123 word28 word263 word179 word172 word133 word465 word306 word210 word103 word401 word445 word17 word465 word350 word50 word377 word54 word26 word58 word230 word310 word204 word61 word100 word427 word482 word378 word52 word410 word346 word264 word72 word499 word222 word23 word105 word201 word32 word162 word235 word475 word44 word289 word458 word404 word463 word86 word401 word490 word164 word250 word266 word247 word145 word486 word479 word191,negativa,negativa
word281 word219 word194 word413 word490 word3 word232 word60 word217 word309 word206 word155 word157 word150 word163 word187 word344 word49 word21 word259 word341 word130 word101 word313 word193 word369 word74 word61 word277 word197 word365 word254 word178 word80 word82 word378 word114,negativa,negativa
word350 word249 word394 word475 word277 word287 word244 word187 word45 word16 word362 word458 word27 word164 word305 word353 word368 word348 word42 word127,negativa,negativa
word278 word247 word73 word476 word180 word339 word229 word293 word453 word163 word408 word147 word159 word17 word174 word294 word320 word216 word179 word113 word453 word193 word153 word471 word319 word425 word195 word216 word365 word490 word395 word232 word299 word175 word229 word194 word50 word438 word69 word134,positiva,positiva
word309 word336 word210 word465 word435 word487 word432 word274 word481 word305 word301 word329 word93 word420 word182 word330 word423 word58 word151 word472 word181 word331 word281 word435 word256 word213 word9 word238 word293 word345 word391 word389 word230 word40 word128 word204 word490 word385 word448 word497 word67 word6 word287 word133 word435 word233 word5 word112 word171 word14 word159 word270 word447 word325 word47 word209 word385 word185 word282 word493 word69 word239 word305 word400 word419 word144 word234 word416 word420 word412 word334 word134 word185 word328 word128 word342 word258 word222 word178 word387 word233 word154 word192 word243 word309 word496 word171 word90 word489 word74 word452 word72 word182 word500 word83,positiva,positiva
word470 word338 word357 word251 word312 word477 word3 word124 word349 word62 word123 word12 word28 word223 word331 word51 word492 word388 word332 word36,positiva,positiva
word429 word440 word285 word411 word36 word116 word332 word62 word407 word89 word175 word130 word271 word41 word407 word445 word374 word93 word146 word114 word302 word445 word440 word480 word345 word111 word200 word148 word32 word401 word290 word486 word421 word325 word22 word222 word238 word338 word284 word391 word12 word57 word477 word218 word412 word429 word61 word353 word87 word77 word123 word378 word47 word334 word191 word133 word120 word173 word175 word158 word260 word497 word226 word92 word306 word415 word300 word266 word335 word441 word39 word491 word447 word481 word250 word428 word41 word207 word440 word136 word382 word160 word295 word327 word439 word171 word394 word218 word197 word40 word39 word386 word53 word56 word93 word169 word82 word296 word412 word266,positiva,positiva
word403 word160 word63 word432 word44 word65 word475 word260 word232 word344 word316 word307 word12 word276 word140 word404 word253 word62 word444 word143 word136 word469 word388 word430 word332,negativa,negativa
word451 word89 word392 word349 word173 word169 word474 word358 word120 word456 word204 word40 word407 word435 word222 word352 word118 word426 word185 word134 word251 word134 word311 word374 word203 word392 word216 word486 word132 word353 word268 word472 word110 word99 word434 word451 word374 word238 word206 word334 word374 word138 word4 word37 word173 word341 word221 word310 word235 word126 word375 word362 word482,negativa,negativa
word244 word296 word404 word356 word140 word124 word337 word323 word184 word420 word210 word168 word278 word97 word348 word449 word473 word224 word135 word240 word52 word334 word215 word61 word274 word360 word115 word203 word446 word355 word400 word225 word247 word249 word226 word73 word21 word417 word269 word267 word298 word207 word446 word235 word251 word266 word79 word87 word91 word128 word80 word113 word470 word181 word397 word197 word413 word377 word421 word145 word48,neutra,neutra
word229 word201 word196 word40 word17 word390 word221 word82 word174 word467 word234 word496 word81 word62 word282 word342 word491 word233 word101 word271 word154 word90 word45 word362 word322 word84 word280 word443 word410 word227 word29 word318 word259 word461 word277 word369 word265 word271 word159 word202 word148 word232 word476 word171 word232 word474 word76 word127 word247 word205 word171 word390 word250 word183 word240 word444 word492,neutra,neutra
word386 word409 word444 word74 word418 word282 word62 word492 word406 word135 word446 word366 word224 word82 word366 word467 word97 word1 word115 word148 word190 word489 word482 word336 word109 word106 word41 word396 word111 word450 word301 word244 word465 word79 word232 word130 word91 word472 word303 word81 word54 word156 word417 word73 word371 word53 word169 word262 word65 word199 word134 word24 word1 word73 word375 word19 word253 word13 word108 word90 word170 word372 word211 word8 word73 word153 word140 word283 word176 word372 word127 word339 word51 word495 word494,positiva,positiva
word419 word192 word248 word21 word58 word28 word37 word435 word421 word411 word28 word39 word141 word283 word168 word244 word87 word366 word157 word34 word372 word452 word8 word219 word414 word354 word429 word208 word187 word355 word77 word120 word301 word335 word60 word255 word183 word251 word480 word39 word498 word225 word387 word213 word156 word386 word344 word73 word353 word377 word194 word463 word321 word167 word6 word338 word105 word379 word263 word234 word82 word356,negativa,negativa
word499 word441 word490 word272 word212 word360 word41 word421 word162 word4 word119 word122 word8 word335 word48 word424 word227 word360 word170 word66 word91 word323 word359 word134 word179 word473 word426 word207 word121 word151 word270 word284 word93 word33 word248 word399 word77 word205 word81 word122 word307 word144 word132 word498 word87 word95 word465 word276 word22 word213 word283 word127 word275 word325 word126 word407 word227 word482,negativa,negativa
word486 word366 word333 word350 word17 word107 word398 word232 word255 word376 word38 word400 word341 word202 word250 word38 word103 word124 word439 word57 word146 word66 word143 word6 word137 word362 word384 word190 word354 word310 word452 word403,neutra,neutra
